actor_principal,id
Irandhir Santos,288286
Katerina Papoutsaki,16803
Sakis Rouvas,173421
Christos Hatzipanayotis,48128
Orfeas Avgoustidis,48122
Thanasis Tsaltabasis,16513
Paul Winfield,43077
Donna Death,164045
Vidyut Jamwal,185640
Akshay Kumar,228355
Arshad Warsi,177358
Parineeti Chopra,209410
Emraan Hashmi,186747
Bill Gates,65188
Thomas Acda,73123
Sandra Julien,107767
Maggie Peren,119816
Antonie Kamerling,47231
Mijail Verona,9084
Tobias Moretti,324408
Zdeněk Svěrák,50294
Laura Verlinden,81389
Yi-rim Lee,80608
Pernille Kaae Høier,199934
Katja Schuurman,37602
Alexandra Maria Lara,180970
Audrey Campbell,30810
Kristjan Markersen,21282
Tommy Cooper,18879
Libuše Šafránková,84030
Elea Geissler,799
Brian Cox,54560
Jeremy Irons,53524
Dieter Borsche,267415
Jürgen Vogel,85690
Bernard Blier,21070
Ally Sheedy,38553
John Buijsman,15201
Franz Dinda,36292
Diane Conti,86177
Valentina Vargas,219166
Jørgen Langhelle,115383
Florian Panzner,8651
Helena Bonham Carter,127286
Monique van de Ven,51839
Veerle Baetens,164288
Tarô Shigaki,85787
Ernie F. Orsatti,88580
Stéphane Gagnon,16423
Jennifer Hammon,70939
Penélope Cruz,280840
Naseeruddin Shah,248698
Sidharth Malhotra,251626
Alia Bhatt,259720
Clara Lago,348537
Pulkit Jawahar,298923
Paul Johansson,222890
Steve Oedekerk,14962
Steve Oedekerk,26743
Xu Zheng,51306
Milutin Milošević,21026
Thekla Reuten,50658
Monique van de Ven,96496
Katja Schuurman,37600
Glen Meadows,253072
Linda de Mol,24199
Paul de Leeuw,49323
Kirk Harris,52088
Brent Carver,9608
Anna Raadsveld,52371
Kristin Fairlie,33371
Willeke van Ammelrooy,90503
Marie Liljedahl,45047
Audrey Hepburn,252406
Vladimir Konstantinov,152948
Nijas Ørnbak-Fjeldmose,76323
Smaïn,150736
Ananda Everingham,50583
Olivier Gourmet,153541
Christel Bodenstein,12495
Elizabeth Berkley,97138
Jack Wouterse,29101
Marie Forså,71097
Tomorowo Taguchi,191385
Raisa Ryazanova,14482
Vincent Croiset,4134
Mark Redfield,219808
Peter Frödin,15838
Jackie Kreisler,53463
Niels Olsen,19812
Dee Wallace,61863
Dan Cortese,49877
Yang Hao,41121
Mary Carey,46333
Kim van Kooten,24285
Cornélia Wilms,27730
Björn Jörundur Friðbjörnsson,18265
Joeri Busschots,56344
Brigitte Sy,65885
Boris Tokarev,48623
Andrey Podoshian,149832
Tom Blair,123782
Essy Persson,161827
Lea Baastrup Rønne,56245
Vlad Ivanov,147698
Patricia Healey,88264
Emil Horváth,60948
Kateřina Irmanovová,117046
Gorman Hendricks,88051
Nicolas Bro,95385
Jaroslava Tichá,316603
Sônia Guedes,102860
Anjela Nedyalkova,88534
Lorànt Deutsch,67941
James Wilby,28642
D.J. Mendel,106134
Artùr Somlay,111650
Eliott Paquet,126879
Val Kilmer,102858
Primo Gaburri,220005
Miki Ros,149657
Tatyana Barysheva,42647
Tony Leung Ka-Fai,45490
Gianni Di Gregorio,297288
Danny Trejo,24235
Yu Oh-seong,57394
Laurence Olivier,43833
"Louis Gossett, Jr.",5256
Jean Couto,64869
Audie Murphy,38659
Fabian,42789
Winston Hibler,162117
Cheng Pei-Pei,156007
Ava Gardner,96935
Aldo Nadi,126958
Alexander Fu Sheng,186881
Bud Abbott,49092
Sakae Hukui,124762
Vajrasthira Koramit,138191
Orsolya Tóth,158942
Adelelmo Jimenez,158951
Abdelhamid Nawara,157033
Gloria Guida,98025
Carice van Houten,57768
Lyudmila Yefymenko,254902
Anicée Alvina,78071
Sergei Martinson,239536
Luigi Mezzanotte,237957
Otakar Brousek sr.,51902
Ramin Lomsadze,96026
Ester Spitz,31957
Vivian Dierickx,128061
Ludwig Trepte,211158
Sharman Joshi,361131
Simon Delagnes,105304
Jacques Villeret,64437
Kyoko Kishida,45205
Danny de Munk,76784
Adrian Grønnevik Smith,33407
Hanna Schygulla,191703
Jean-Jacques Choul,104317
Szilvia Czobor,247436
J. Damian Anastasio,363844
Kim Kang-woo,256316
Toni Servillo,121998
Rita Tushingham,140008
Jr NTR,80281
James Boss,36511
Jelly Lin,381890
Aamir Khan,159630
Harley Venton,89337
Kemal Sunal,69610
Anna Nicole Smith,42911
Sheldon Shepherd,163313
Bianca Guaccero,187238
Sady Rebbot,135536
Vanessa Redgrave,138273
Luc Merenda,137599
Nicola Warren,50268
Claudia Koll,37265
Anna Galiena,30301
Bernard De Vries,116614
George Lazenby,21990
Krešimir Mikić,10125
Sarah Bolger,329010
Chuck Conners,27836
Dorothy Mackaill,96161
Sid James,26329
Aleksey Chadov,82737
Irán Castillo,132705
Bethany Whitmore,364540
Elle Fanning,301365
Sarah Hagan,334026
Claudio Santamaria,364433
Danilo Gentili,308674
Jonathon Lamer,287940
Anna Tsuchiya,20431
Arulnithi,341420
Arvind Swamy,21463
Suriya ,20049
Mohan,82124
Narain,53883
Ashok Selvan,236808
Cheran,70988
Aadhi,66536
Kamal Haasan,66344
Soumitra Chatterjee,165432
Ewan McGregor,62241
Andrey Smolyakov,363846
Masako Nozawa,181656
Kaneto Shiozawa,198993
Jung Eun-chae,160075
Isao Hashizume,187662
Cynthia Kirchner,385317
Beau Bridges,191824
Ravi Teja,60807
Siddharth,31626
Sonu Sood,31629
Allu Arjun,81060
Allu Arjun,23776
Varun Sandesh,199160
Allu Arjun,34763
Allu Arjun,117058
Drew Barrymore,19754
Sho Kosugi,35106
Chôjûrô Kawarasaki,128722
Thomas White,144436
Paul Panzer,85220
Devid Striesow,140554
Kevin Spacey,301348
Erik Schumann,163837
Maurice Poli,159281
Brad Harris,150029
Jack Grimes,34052
Helen Mirren,333352
Louis Jouvet,64407
Jean Gabin,63224
Darry Cowl,98302
Zoë Bell,359025
Andrew Simpson,347752
Louisa Krause,323665
Zosia Mamet,332706
Alexis Kendra,347764
Ulrich Thomsen,23704
Michelle Page,79550
Tantoo Cardinal,22812
John Goodman,97400
Sally Field,320588
Jordi Mollà,131907
Daniel Mesguich,104338
Rebeca Spence,78088
Lloyd Hamilton,101858
Franco Nero,92927
Leo Gorcey,186268
Moses Gunn,37754
David Chiang,41383
Mysskin,224339
George Raft,73983
Kenny Chesney,65270
Leo Gorcey,166904
Judith Brown,34462
Victor Alfieri,257004
Tippi Hedren,2989
Nicolas Vaporidis,181565
Tom Ford,206289
Kinuyo Tanaka,46043
Sam Rockwell,333385
Nick Smyth,212270
Arthur Lake,3938
Jim Harris,93212
Julie Strain,41568
Asta Parades,136585
Asta Paredes,207680
Alex Ozerov,346494
Adrien Brody,332704
Clint James,336850
Paul Robeson,65874
Johannes Riemann,80881
Kenneth Anger,42606
Ashley Benson,320048
Nadia Cassini,88665
Mike Reilly,23628
Tim Large,113752
John Abraham,75745
Thomas Jane,41988
Paul Reubens,347689
Jennifer Garner,339984
Spede Pasanen,54566
Juhani Kumpulainen,55495
Clive Owen,347881
Geoffrey Rush,292010
Marki Bey,54008
Samuel Schneider,209266
Anousheh Ansari,67852
Carole Bouquet,5728
Nathalie Delon,12422
Frederick Lau,63065
Narges Rashidi,375012
Darío Grandinetti,63004
Merle Oberon,98487
Gene Evans,43093
Eric Balfour,376311
Meryl Streep,315664
Cezmi Baskın,49834
Dimitris Horn,24258
Vasilis Diamantopoulos,163018
Maro Kodou,163791
Aliki Vougiouklaki,64674
Vassilis Haralambopoulos,47247
Renos Haralambidis,48125
Thanasis Vengos,167021
Bela Lugosi,38404
Barry Evans,71921
Alan Bates,143839
Damien Jouillerot,72278
Sawa Masaki,83907
Will Hay,110468
Matthias Schoenaerts,329815
Paul Dahlke,12781
Leslie Uggams,63317
Michelle Barthel,226693
Yana Troyanova,370902
Ronald Zehrfeld,47845
Laci J Mailey,224951
Clara Mamet,228109
Ethan Hawke,327528
Bo Maerten,367108
Michael Cera,203124
Adam Paroussos,167410
Madhavan,357706
Willem Dafoe,210302
Willem Dafoe,208091
Laura Gordon,110898
Juliano Cazarré,314029
Kelly Curtis,38706
Jim Dale,18188
Eddie Jemison,195029
Charlotte Gainsbourg,58559
Estelle Brody,124993
Richard Gere,42291
Lee Jung-jae,31184
Tom Hiddleston,297806
Miles Teller,186759
Troels Lyby,356326
Hayley Atwell,153397
Traci Lords,40208
Jordan Peele,342521
Billy Harvey,132540
Atli Óskar Fjalarsson,334922
Morgan Saylor,336011
Lily-Rose Depp,290825
Kamil Tkacz,239103
Giovanni Guidelli,48613
Michael Peña,333663
Jonny Greenwood,154786
Brian Eno,75577
Cut Chemist,97399
Armand Leroi,123680
Kate Beckinsale,296360
Omar Rodriguez-Lopez,165344
Jean Gabin,44256
Léa Seydoux,186991
Luke Bracey,254952
Kevin Dillon,60410
Basil Rathbone,33419
Ravshana Kurkova,76746
Jerry Lewis,36818
Kathryn Grayson,242631
Dick Foran,134238
Steve Cochran,207178
Warren William,85231
Barbara Stanwyck,75510
Ruth Chatterton,122325
Priscilla Lane,249969
Kaoru Kobayashi,66060
Edward Everett Horton,178447
Howard Kaylan,90110
Pablo Rago,365002
Richard Metzger,68048
Mads Mikkelsen,16017
Gil Bellows,145547
Craig T. Nelson,50942
Jon Bernthal,379291
Mathew Baynton,338913
Massimiliano Benvenuto,302802
Ray Romano,387893
Karin Viard,109261
Richard Pryor,45103
Roman Madyanov,27923
Fyodor Stukov,74705
Olga Makeeva,163042
Ángela González,177714
Itzhak Finzi,131027
Isabelle Huppert,78476
Danica McKellar,239804
Gael García Bernal,267579
Yunjin Kim,5252
Will Quadflieg,114242
Joseph Culp,76105
Betty Hutton,116500
Chester Morris,45960
Humphrey Bogart,121848
Bryan Adams,81670
Richard Bohringer,64239
Rainer Werner Fassbinder,12607
Chung Wa,187422
Shih Szu,64307
Lo Lieh,66730
Robert Mapplethorpe,373349
George Hamilton,110299
Bill Elliott,59895
Andre Noble,36799
Sally Eilers,224162
Mabel Normand,54241
Warren William,85232
Rudy Vallee,95037
Robert Taylor,118517
Bud Abbott,33486
Bud Abbott,33484
Bud Abbott,33482
Bud Abbott,36706
Billy Halop,179103
Non,296071
Joanne Tucker,380808
Blake Jenner,295699
Ranvir Shorey,21571
Vijay Raaz,161816
Vin Diesel,19083
Maria Bello,72912
Ferdia Walsh-Peelo,369557
Fabrice Luchini,75733
Marla Sokoloff,82100
Ori Golad,123337
Branco Mello,58517
Justin Long,25451
Leo Gorcey,185289
Leo Gorcey,184328
Leo Gorcey,185273
Leo Gorcey,156603
Leo Gorcey,180819
Leo Gorcey,252916
Leo Gorcey,115706
Leo Gorcey,192371
Leo Gorcey,116160
Leo Gorcey,107966
Leo Gorcey,174195
Leo Gorcey,116190
Leo Gorcey,70313
Leo Gorcey,144852
Leo Gorcey,193435
Leo Gorcey,178569
Leo Gorcey,177234
Leo Gorcey,230182
Pamela Hayes,193450
Sarah-Jane Dias,358893
Kal Penn,354220
Lachlan Nieboer,347850
Gael García Bernal,351065
Brian Petsos,331985
Rupinder Nagra,25803
Paoli Dam,109907
Sushant Singh,282346
José Sazatornil,116312
Adam Driver,370755
Chris Hemsworth,290595
Seth Rogen,325133
Vesa-Matti Loiri,113660
Chelsea Jenish,224944
Helen Mirren,158928
Joe Don Baker,86239
Gene Barry,26829
Howard Duff,70151
Richard Dix,29487
Richard Dix,29490
Richard Dix,29829
Richard Conte,46196
Robert Stack,206099
Nigel Green,29390
Christopher George,29398
Marion Davies,300769
George Sanders,118534
Arisa Nakamura,101733
Robert Behling,40043
Prasenjit Chatterjee,90843
Jason London,57173
Rebecca Gibney,102909
Helena Bonham Carter,131334
Dhanush,68016
Linda Darnell,81030
Cassie McFarlane,166393
Kate Siegel,376570
Angela Davis,121983
Richard Romanus,32202
Scott Brady,61908
Harold Lloyd,42362
Chris Diamantopoulos,343112
Isabelle Huppert,374465
Taylor Black,318553
Huang Xuan,237811
Vin Diesel,15803
Alicia Vega,130269
Werner Graeff,144651
Ridley Scott,57656
Jimmy Carr,18597
Jimmy Carr,19499
Jimmy Carr,15372
Jimmy Carr,15429
Jimmy Carr,24784
Jimmy Carr,49381
Jimmy Carr,79483
Jimmy Carr,238177
Shaun French,204344
Valorie Curry,200558
Ann Lynn,26768
Leandro Hassum,254439
Ti Lung,52854
Lili Berky,227077
Kerry Washington,348390
Kaylee DeFer,235046
Robert Goulet,99374
Corin Nemec,166660
Pat O’Brien,255388
Jan Machulski,56078
Brian Krause,244852
Nicollette Sheridan,101320
Wong Yung,67021
Tim Holt,217324
Dick Foran,130098
Charlie Chaplin,53421
Bert Wheeler,85613
Lauren Ashley Carter,352372
Anthony Wong,39857
Logan Miller,339994
Maria Adélia,194853
Reginaldo Faria,178032
Grande Otelo,146904
Jece Valadão,146075
Ney Santanna,86234
Yukichi Iwata,135335
Joey Kern,19509
Elisabeth Harnois,170194
Lionel Barrymore,153161
Lew Ayres,153165
Lew Ayres,85540
Lew Ayres,153169
Dagmar Bláhová,80094
John Hawkes,342165
Hanna Schygulla,197175
Michael König,122270
Sergey Gazarov,3102
Andrey Smirnov,62729
Lionel Barrymore,193899
Mary Pickford,128671
Blanche Sweet,191068
Linda Arvidson,190883
Blanche Sweet,116857
Lillian Gish,125673
Lionel Barrymore,126418
Lionel Barrymore,230284
Lionel Barrymore,184824
Lionel Barrymore,182899
Wallace Beery,183827
James MacArthur,112558
Rony Clanton,54440
Gene Jones,340187
Angela Lansbury,96767
Lyudmila Gurchenko,47851
Nonna Mordyukova,71336
Maaya Sakamoto,23154
Valeria Golino,100288
Max von Sydow,168976
Diogo Vilela,29009
Aílton Carmo,23854
Rick Burks,62132
Yogi Joshi,75537
Josh Caras,333123
Steve Railsback,39899
Penny Singleton,3941
Helge Schneider,1659
Helge Schneider,1652
Helge Schneider,1655
Ben Oxenbould,38243
Mathieu Amalric,348025
Jason Day,56948
Jeremy Irons,353326
Missi Pyle,24450
Rekha Sharma,318054
Ben Stiller,161143
Bruce Willis,85693
Jeanine Meyers,118251
Johnny Simmons,385738
Otto Waalkes,9657
Otto Waalkes,9252
Otto Waalkes,9379
Uwe Bohm,36137
Emory Cohen,345874
Krešimir Mikić,165463
Sam Bottoms,56429
Jon Hall,239091
Ron Howard,45232
Mel Welles,7237
Jimmy McNichol,62880
Om Puri,103073
Kristina Klebe,58792
Stefano Accorsi,375572
Son Ye-jin,51393
Jack Palance,102444
Pia Zadora,114394
Jean-Marc Chautems,168616
Hiroshi Kamiya,37048
Aya Endo,60964
George Clooney,303858
Hal Holbrook,106729
Kenichi Suzumura,47747
Fumiyo Kohinata,229113
Kyoko Koizumi,138827
Michael Garfield,28452
Antonio Banderas,34036
Stan Laurel,82394
Valeria Bertuccelli,16916
Kevin Spacey,322240
Johnny Pacar,84907
Tristán Ulloa,98959
Soledad Villamil,83266
Alejo Sauras,38995
Ted Bessell,206630
George Kennedy,202637
Paul Stanley,39704
Şafak Sezer,50025
Keegan-Michael Key,356298
Ice Cube,326423
Thomas Mann,362478
Benjamin Walker,330483
Ewan McGregor,205588
Walter Cronkite,357125
Richard Crenna,44698
John Saxon,99846
Goldie Hawn,31124
Bruce Watson,28757
Ellen DeGeneres,127380
Julianna Guill,35759
Lauren McKnight,140652
Valerie Geffner,220515
Idris Elba,333669
Vijay Sethupathi,387252
Mark Chao,137400
Jason Sudeikis,153518
Jason Ritter,358644
Matt Lanter,15088
Leo Gregory,21343
Boris Bystrov,20898
Nikolai Volkov St.,71103
Don Hertzfeldt,86517
Brendan Fehr,40080
Jy Harris,76164
David Hasselhoff,4457
Skye McCole Bartusiak,122466
Johanna Wokalek,12696
Ludivine Sagnier,168055
Anna Fischer,60809
John Travolta,332411
Charlie Chaplin,22892
W.C. Fields,52279
Matthew Modine,17174
Dick Clark,127776
Bob Hope,94170
Margo Lion,156326
Jody Fair,53050
Steve Agee,60961
Lance Henriksen,131673
Peter Finch,234868
Edward Albert,41368
Mike Henry,76081
Richard Burton,143335
Russell Howard,25603
Russell Howard,79137
Russell Howard,23270
Samy Seghir,26691
William Smith,69150
Rod Perry,83295
Ajith Kumar,23767
Ajith Kumar,188540
Ajith Kumar,300983
Ajith Kumar,76788
Ajith Kumar,362150
Jayam Ravi,280165
Leonardo Sbaraglia,394374
Cristina Brondo,82999
Kamal Haasan,363178
Ajith Kumar,247504
Vikram,63964
Jai,79354
Raghuvaran,223365
Ajith Kumar,69428
Ajith Kumar,69417
Ajith Kumar,69401
Ajith Kumar,69399
Ajith Kumar,69427
Ajith Kumar,69404
Ajith Kumar,69422
Ajith Kumar,69423
Gino Cervi,113332
Raymond Hatton,117024
Aaron Ashmore,51059
Park Hee-soon,101766
Jun Ji-hyun,35010
Ji Hyun-Wu,38983
Yehuda Barkan,13521
Yehuda Barkan,13520
Timothy Olyphant,123182
Jennifer Aniston,353069
Christina Ricci,109453
Adrien Brody,311667
Paula Kalenberg,7456
Alexander Armstrong,50451
Kyle Schmid,72753
Camille Guaty,124108
Shane West,17137
Akiko Hiramatsu,51106
Masami Kikuchi,34194
Joseph Gordon-Levitt,302401
Ryōka Yuzuki,21769
Barry Sullivan,72823
Tommy Cook,92728
Kazukiyo Nishikiori,28697
Hikaru Midorikawa,31034
Yukie Nakama,36613
Kazuhiko Inoue,68922
Maria Kawamura,41365
Megumi Hayashibara,35105
Masami Kikuchi,14829
Toshihiko Seki,39690
Masami Kikuchi,34935
Keith Burgess,25843
Kaori Yamagata,34772
Michiko Neya,86791
Ricky Gervais,355008
Tomokazu Seki,52143
Marina Inoue,44885
Susumu Chiba,203071
Eiko Yamada,53034
Kotono Mitsuishi,382885
Fumi Hirano,68828
Hikaru Midorikawa,64784
Yuri Shiratori,339749
Alessandro Cattelan,306523
James Arnold Taylor,234004
Don Knotts,44157
Jian Cui ,97943
Harley Quinn Smith,323262
Catherine Jourdan,104239
Ralph Bates,31472
Stephen McNally,73896
Edward G. Robinson,33224
Lex Barker,9547
Jean Gabin,65887
Yves Montand,210615
Alain Delon,66187
Gérard Lanvin,12266
Billy Dee Williams,92307
Woody Allen,39764
Ruben Bansie-Snellman,33827
Harald Krassnitzer,231540
Betty Loh Tih,107248
Alan Sparhawk,235690
Lilia Prado,44804
Jean Dujardin,35026
Jacques Careuil,241004
Jean-Pierre Talbot,46521
Mikhail Kononov,75262
Louisa Krause,355890
Robert Altman,245013
Chen Dao-Ming,202515
Fabian Wolfrom,176915
Lee Sung-min,380254
Tom Gramenz,208556
Jeanne Moreau,132166
Tomokazu Sugita,245917
Gregory Abing,66638
Zhao Tao,206796
Selton Mello,173443
Gian Maria Volonté,64834
Gian Maria Volonté,47096
Maurice Ronet,94709
Maria Schrader,119820
Karolina Ostrozna,82027
Reina Takahashi,128396
Marga Beck,121232
Jacky Cheung,148380
Tsutomu Isobe,30
Natalia Tena,331501
Jill Clayburgh,63665
Sergiu Nicolaescu,224089
Sergiu Nicolaescu,224079
Sergiu Nicolaescu,224098
Sergiu Nicolaescu,224063
Sergiu Nicolaescu,224084
Richard Davis,130436
Qiang Chen,184868
Kim Sun-a,54555
Leni Riefenstahl,94658
Mae West,71772
Tabea Blumenschein ,106219
Vashti Bunyan,54316
Gérard Philipe,80470
Gérard Philipe,43102
Ai Hashimoto,336026
Callie Angell,192184
Ewan McGregor,189498
Michel Blanc,18906
Peter Coyote,91556
Edward Fox,75926
Sid James,5066
Jean-Paul Belmondo,83788
Lino Ventura,82098
Jean-Paul Belmondo,72655
Nastassja Kinski,97844
Alain Delon,124013
Jean Dasté,45537
Daniel Gélin,189996
Daniel Gélin,255511
Fernandel,66540
Russell Crowe,290250
George Montgomery,204994
Dylan Saunders,239895
Michael Badalucco,88722
Jean Gabin,37454
Li An,160859
Cian Barry,202214
Tom Hanks,270010
Pepón Nieto,335053
Graham Chapman,46740
María Félix,115301
Ninón Sevilla,118009
José Balmes,168421
Ajith Kumar,116185
Suriya ,69636
Suriya ,62756
Vikram,49029
Suriya ,86718
Suriya ,69635
Vikram,19978
Vikram,69638
Yui Aragaki,40713
Ai Otsuka,37803
Michela Quattrociocche,41413
Roy T. Anderson,85941
Stanislaw Burzynski,85721
Chris Rock,14244
Daniel Tosh,108176
Bernie Sanders,100813
Lisa Lampanelli,56100
John Hurt,97481
Zuhdi Jasser,38111
Maxine Peake,42548
Kim Ah-joong,18377
Dirk Bogarde,61002
Curd Jürgens,99592
Mika Nakashima,35752
Charles Bronson,11767
Todd Barry,119433
Klas-Gösta Olsson,96958
Bud Spencer,11681
Giobbe Covatta,155011
Daryl Hannah,219247
Sally Forrest,126265
Jason Bateman,291264
Buster Crabbe,248001
Gil Gerard,3786
Vincent Jerome,119255
Tuppence Middleton,178146
Klas-Gösta Olsson,44238
Ricky Paull Goldin,85013
Danila Kozlovsky,380111
Doutzen Kroes,79040
Nicola Correia Damude,201006
Ranbir Kapoor,24827
Zendaya,278774
Pema Chodron ,77876
Doug McGrath,44606
Michel Ray,115054
Will Oldham,139856
Simone Spoladore,129400
Shirley Booth,120259
Jayne Kennedy,90121
Loretta Young,118889
Jane Fonda,63876
Jean Pierre Agostini,248424
Rory Calhoun,126550
Katherine Heigl,7871
Stretch Armstrong,362268
Raquel Torres,174759
Mark Stevens,41553
Dick Powell,39943
Randolph Scott,164479
Blake Lively,332567
Stephen Dorff,300665
Stephen Hawking,129269
Ray Milland,32887
Weng Weng,40471
Dirk Bogarde,74753
Richard Basehart,93006
Melina Mercouri,169726
Trini Alvarado,85327
Adrian Dunbar,55134
Nick Cheung,371451
Aaron Kwok,334557
Sammo Hung,315669
Laura Harris,61533
Vlado Jovanovski,57218
Srđan Todorović,109587
Nikola Đuričko,15303
Branislav Trifunović,110501
Гордан Кичић,70527
Dragan Nikolić,108835
Dragan Nikolić,33611
Zoran Cvijanović,55125
Nikola Kojo,33604
Borivoje Todorović,55130
Jashar Destani,167548
Nikola Rakočević,57186
Rade Aleksic,64924
50 Cent,122800
Radovan Vujović,112092
Vlatko Dulić,40890
Matthew Settle,391626
Daria Lorenci Flatz,226072
Mladen Vasary,221241
Rade Serbedzija,66944
Brigitte Bardot,61711
Totò,58007
Jesse Bradford,216138
Ed Asner,56294
Gabriel Mann,15068
Don Wilson,78375
Jeremy Sumpter,63483
Escher Holloway,250275
Ashley Scott,242906
Andrea Roth,84741
Lori Loughlin,224919
Jenya Lano,58813
Prakash Raj,218898
Priyanka Chopra,188640
Shahid Kapoor,120942
Akshay Kumar,22315
Billy Connolly,89868
Anthony Montgomery,252990
Matthijs van de Sande Bakhuyzen,297239
Jason David Frank,87018
Jeremy London,53850
Ulrich Noethen,75897
Eric Tsang,13099
Frank Lammers,138686
Charlotte Gerson,80582
Joel Salatin,52406
Michael Pollan,88865
Charlotte Gerson,49264
Charlotte Gerson,78573
Woody Harrelson,121170
Andrilla Chakrabarti,53104
Byun Yo-han,297400
Bob Hope,126760
Kim Min-hee,290098
Jacques Charrier,197849
Johnny Depp,241259
Autumn Reeser,289523
Ruby Barnhill,267935
Rick Roberts,176715
Louis Theroux,108879
Louis Theroux,238997
Louis Theroux,86522
Louis Theroux,68213
Louis Theroux,68208
Louis Theroux,143431
Louis Theroux,112722
Louis Theroux,182979
Seth Rogen,223702
Aley Underwood,141418
Meghan Markle,374614
Cindy Busby,374609
Jill Wagner,361745
Anne Heche,300187
Brandon Routh,299576
Sarah Carter,299574
Lindsay Hartley,289520
Kristy Swanson,239018
Tricia Helfer,249057
Shannon Elizabeth,238304
Katrina Law,235662
Steven Weber,180794
William Baldwin,226167
Summer Glau,149235
Andrew McCarthy,149218
Arielle Kebbel,147132
Emily Hampshire,145840
Julie Mond,211125
Teri Polo,85887
Brooke Burns,227552
Maria Thayer,81416
Georgina Terry,78713
Kika Magalhaes,371560
Ugo Tognazzi,164777
Viggo Mortensen,334533
Dick Proenneke,81976
Peter Simonischek,374475
Gael García Bernal,351454
Jacki Kerin,84993
Noel Clarke,113294
Tom Conway,46095
William Lundigan,213570
Eleanor Parker,43394
John Forsythe,62006
Jane Wyman,68977
Jason Gedrick,115386
Kuranosuke Sasaki,279049
Natalie Dormer,352733
Shima Iwashita,86520
